FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
3979,3611,2019-05-26 13:00:00,-121.880832,38.11255,0,0,0,0,SIMP02,12,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3980,3821,2019-06-08 14:09:00,-121.880716,38.111283,0,0,0,0,SIMP02,24,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3981,3822,2019-06-08 15:00:00,-121.879532,38.112816,0,0,0,0,SIMP02,21,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3982,3823,2019-06-08 17:00:00,-121.881499,38.114316,0,0,0,0,SIMP02,35,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3983,3824,2019-06-08 18:01:00,-121.882532,38.112816,0,0,0,0,SIMP02,38,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3984,3825,2019-06-08 19:00:00,-121.882516,38.112816,0,0,0,0,SIMP02,39,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3985,3826,2019-06-08 20:00:00,-121.882032,38.112883,0,0,0,0,SIMP02,36,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3986,3832,2019-06-09 02:01:00,-121.881532,38.114333,0,0,0,0,SIMP02,28,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3987,3838,2019-06-09 16:00:00,-121.888949,38.1102,0,0,0,0,SIMP02,28,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3988,3869,2019-06-11 15:00:00,-121.886666,38.110083,0,0,0,0,SIMP02,41,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3989,3889,2019-06-12 19:00:00,-121.885649,38.122866,0,0,0,0,SIMP02,36,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,21980,Mediterranean California Naturalized Annual and Perennial Grassland,Group,Mediterranean California Naturalized Annual and Perennial Grassland Group,4111000,Mediterranean CA naturalized annual and perennial grassland Group,227,25-50%,Low,0.5-1m, ,Photo interpretation,Leveed (not tidal),4,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , , , ,Mediterranean California naturalized annual and perennial grassland,California Annual and Perennial Grassland,SUMA21980,172.3070068,70.26260376,17579.1925,697221.2809
3990,4105,2019-06-26 14:02:00,-121.880349,38.095199,0,0,0,0,SIMP02,22,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,24222,Urban, ,Road / Trails Mapping Unit,4,Road mu,4,N/A,N/A,N/A, ,Photo interpretation,Leveed (not tidal),4,Absent,"Urban or Developed, Urban-Related Bare Soil","UB, IB",Urban,URB, , , , , , , ,SUMA24222,10.60039997,4.210010052,6183.760642,42892.66099
3991,3790,2019-06-06 15:00:00,-121.904083,38.122932,0,0,0,0,SIMP02,18,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,26197,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA26197,4.597010136,1.860339999,1391.800256,18601.42577
3992,3788,2019-06-06 13:00:00,-121.9045,38.130732,0,0,0,0,SIMP02,13,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,26199,Barren, ,Bare Ground Mapping Unit,1,Bare Ground mu,1,<2%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Barren,BA,Barren,BAR, , , , , , , ,SUMA26199,7.401480198,2.995270014,2566.658699,29949.60152
3993,4543,2019-07-24 01:00:00,-121.882549,38.072232,0,0,0,0,SIMP02,29,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27403,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA27403,2.424190044,0.981034994,1160.516234,9808.987179
3994,4545,2019-07-24 03:00:00,-121.882682,38.072132,0,0,0,0,SIMP02,23,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27403,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA27403,2.424190044,0.981034994,1160.516234,9808.987179
3995,3919,2019-06-14 17:00:00,-121.892233,38.081316,0,0,0,0,SIMP02,31,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27424,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27424,1.528030038,0.618369997,1993.693016,6182.872583
3996,3931,2019-06-15 13:00:00,-121.892199,38.081316,0,0,0,0,SIMP02,12,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27424,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27424,1.528030038,0.618369997,1993.693016,6182.872583
3997,4548,2019-07-24 18:00:00,-121.890533,38.080516,0,0,0,0,SIMP02,42,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27424,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,High,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27424,1.528030038,0.618369997,1993.693016,6182.872583
3998,4347,2019-07-11 16:00:00,-121.893166,38.087683,0,0,0,0,SIMP02,28,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27456,Distichlis spicata,Alliance,Distichlis spicata Herbaceous Alliance,8111200,Distichlis spicata Alliance,156,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G5,S4,N,41.200.00,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27456,10.37959957,4.200479984,1957.114173,41999.33817
3999,4412,2019-07-15 17:00:00,-121.893533,38.087633,0,0,0,0,SIMP02,31,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27456,Distichlis spicata,Alliance,Distichlis spicata Herbaceous Alliance,8111200,Distichlis spicata Alliance,156,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW,G5,S4,N,41.200.00,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27456,10.37959957,4.200479984,1957.114173,41999.33817
4000,3959,2019-06-17 01:00:00,-121.884133,38.084633,0,0,0,0,SIMP02,22,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27458,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27458,2.311059952,0.935253978,1015.526185,9351.31119
4001,4371,2019-07-13 00:00:00,-121.884349,38.083383,0,0,0,0,SIMP02,34,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27458,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27458,2.311059952,0.935253978,1015.526185,9351.31119
4002,4757,2019-08-06 19:00:00,-121.888066,38.073466,0,0,0,0,SIMP02,29,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27540,Phragmites australis,Alliance,Phragmites australis Herbaceous Alliance,7111400,Phragmites australis Association,103,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S4?,N,41.061.00,Phragmites australis,Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA27540,0.161684006,0.065431103,128.1428178,654.2201504
4003,4544,2019-07-24 02:00:00,-121.882916,38.072932,0,0,0,0,SIMP02,25,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27548,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,10-25%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA27548,4.060410023,1.643190026,1438.705288,16429.61352
4004,4568,2019-07-25 22:00:00,-121.883333,38.073316,0,0,0,0,SIMP02,37,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27556,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Medium,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA27556,0.389268011,0.157530993,406.8663599,1575.092349
4005,4561,2019-07-25 15:00:00,-121.886749,38.077399,0,0,0,0,SIMP02,34,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27559,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27559,6.935440063,2.80666995,1667.524979,28062.92376
4006,4562,2019-07-25 16:00:00,-121.886449,38.077382,0,0,0,0,SIMP02,25,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27559,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27559,6.935440063,2.80666995,1667.524979,28062.92376
4007,4564,2019-07-25 18:00:00,-121.886733,38.077366,0,0,0,0,SIMP02,42,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27559,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27559,6.935440063,2.80666995,1667.524979,28062.92376
4008,4573,2019-07-26 03:00:00,-121.887349,38.077266,0,0,0,0,SIMP02,25,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,27559,Frankenia salina - Distichlis,Association,Frankenia salina - Distichlis spicata Association,8212202,Frankenia salina-Distichlis spicata Association,318,50-75%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.500.04,Frankenia salina,Southwestern North American salt basin and high marsh,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA27559,6.935440063,2.80666995,1667.524979,28062.92376
